1 00:00:03,068 --> 00:00:03,810 主持人 SPEAKER_05：大家好。
666 01:05:05,900 --> 01:05:16,217 说话人 SPEAKER_07：我的问题是，您在讨论小组中已经稍微提到了这一点，AI 最初确实是以一种利他主义的研究视角开始的，就像可能的艺术是什么？
667 01:05:17,318 --> 01:05:21,666 说话人 SPEAKER_07：正如我们所见，它在过去几年里得到了显著的发展。
668 01:05:21,646 --> 01:05:25,052 说话人 SPEAKER_07：而且许多公司正在转向一个更加封闭的模式。
669 01:05:26,052 --> 01:05:34,306 说话人 SPEAKER_07：那么您是如何考虑在真正推动创新的同时，也要保持控制之间的平衡的呢？
670 01:05:34,606 --> 01:05:44,824 说话人 SPEAKER_07：我们应该朝着更加封闭的系统、更多的监管发展，还是计算的需求和成本本身就是限制？
671 01:05:45,224 --> 01:05:48,429 说话人 SPEAKER_07：也许应该对通勤功率有更多的控制。
672 01:05:49,269 --> 01:05:59,199 说话人 SPEAKER_03：所以我认为我已经说过，我相信政府应该迫使那些拥有资源的公司投入更多精力来确保安全。
673 01:06:00,960 --> 01:06:02,583 说话人 SPEAKER_03：关于这一点，我就说这么多。
674 01:06:03,744 --> 01:06:10,070 说话人 SPEAKER_03：我认为政府本身可能不会划拨足够的资源来调查这些大型模型。
675 01:06:10,251 --> 01:06:10,971 说话人 SPEAKER_03：也许他们应该这么做。
676 01:06:10,990 --> 01:06:17,757 说话人 SPEAKER_03：我的意思是，也许美国应该认识到理解 AI 及其功能的重要性，
677 01:06:18,835 --> 01:06:22,081 说话人 SPEAKER_03：我们应该有一个与国防预算相当规模的预算。
678 01:06:22,101 --> 01:06:24,786 说话人 SPEAKER_03：我们应该将一半的国防预算投入到那里面。
679 01:06:25,166 --> 01:06:29,193 说话人 SPEAKER_03：然后你提到的是大公司的资金量，可能更多。
680 01:06:30,675 --> 01:06:31,938 说话人 SPEAKER_03：但我认为他们不会这么做。
681 01:06:32,559 --> 01:06:33,842 说话人 SPEAKER_03：他们有太多其他的事情要考虑。
682 01:06:34,724 --> 01:06:36,507 说话人 SPEAKER_03：他们是否应该这样做并不明确。
683 01:06:36,806 --> 01:06:47,106 说话人 SPEAKER_03：我认为最好的角色是尝试迫使大公司更加关注安全，并尝试鼓励聪明的年轻研究人员关注安全。
684 01:06:47,728 --> 01:06:54,461 说话人 SPEAKER_03：特别是需要做的一件事，那就是让聪明的年轻研究人员明白
685 01:06:54,442 --> 01:07:08,396 说话人 SPEAKER_03：从事安全工作不会损害他们的职业生涯，因为直到最近，一些想从事安全工作的人认为，你知道，我可以改进LLM，或者我可以从事安全工作，如果我改进LLM，我的职业生涯会更好。
686 01:07:08,898 --> 01:07:11,403 说话人 SPEAKER_03：我们需要为从事安全工作的人创造良好的职业道路。
687 01:07:11,637 --> 01:07:20,047 说话人 SPEAKER_12：你好，杰弗里，我叫伯纳黛特·博纳蒂，我在 UCD 基金会工作，我觉得你的演讲太棒了，事实上，今晚整个小组都很棒。
688 01:07:20,708 --> 01:07:22,309 说话人 SPEAKER_12：我的问题略有不同。
689 01:07:22,990 --> 01:07:37,728 说话人 SPEAKER_12：在 UCD，我们做了很多关于詹姆斯·乔伊斯的工作，奇怪的是，我们非常关注 AI 与文学，我想了解一下整个美学世界，以及詹姆斯·乔伊斯会对 AI 有何看法。
690 01:07:37,708 --> 01:07:48,661 说话人 SPEAKER_12：我只是想知道您会给像我这样的语言学家什么建议，关于不要担心 AI，就放手去做看看会发生什么。
691 01:07:51,364 --> 01:07:54,407 说话人 SPEAKER_03：我觉得我完全不知所措了。
692 01:07:54,427 --> 01:07:55,248 说话人 SPEAKER_12：这个回答已经足够好了。
693 01:07:57,530 --> 01:08:04,137 说话人 SPEAKER_03：我的意思是，这并不是詹姆斯·乔伊斯的作品，但有一种叫做沃伊尼奇手稿的东西。
694 01:08:05,012 --> 01:08:12,106 说话人 SPEAKER_03：很久以前，一些古董收藏家发现了这个。
695 01:08:12,748 --> 01:08:19,921 说话人 SPEAKER_03：有趣的是，沃伊尼奇娶了乔治·巴尔的幼女，名叫伊瑟尔·沃伊尼奇。
696 01:08:20,783 --> 01:08:25,231 说话人 SPEAKER_03：沃伊尼奇手稿从未被解读过。
697 01:08:25,769 --> 01:08:33,423 说话人 SPEAKER_03：实际上，我让为我工作的人尝试使用 AI 语言模型来尝试理解沃伊尼奇手稿。
698 01:08:33,625 --> 01:08:35,529 说话人 SPEAKER_03：那里文字不够。
699 01:08:36,650 --> 01:08:38,675 说话人 SPEAKER_03：你还得用图片，图片很多。
700 01:08:40,037 --> 01:08:41,260 说话人 SPEAKER_03：我们在这方面从未取得进展。
701 01:08:41,340 --> 01:08:44,166 说话人 SPEAKER_03：我想最终会有人做到的。
702 01:08:44,904 --> 01:08:46,548 说话人 SPEAKER_03：人们不知道这是否是假的。
703 01:08:47,371 --> 01:08:49,576 说话人 SPEAKER_03：很多人都说这是假的，实际上什么都没有。
704 01:08:50,639 --> 01:08:53,645 说话人 SPEAKER_03：这似乎是一篇关于奇异植物及其特性的手稿。
705 01:08:54,247 --> 01:08:55,591 说话人 SPEAKER_12：我们到哪里可以了解这些情况？
706 01:08:55,631 --> 01:08:58,518 说话人 SPEAKER_12：这听起来像是一个出色的研究项目。
707 01:08:58,858 --> 01:09:01,664 说话人 SPEAKER_03：只需查找沃伊尼奇手稿。
708 01:09:03,382 --> 01:09:16,884 说话人 SPEAKER_03：它有一些东西表明它是真实的，你知道什么是 Zipf 定律，那就是常见的事物和罕见的事物，它们以特定的方式减少，它们的频率以特定的方式减少，并且遵循 Zipf 定律。
709 01:09:16,904 --> 01:09:22,252 说话人 SPEAKER_03：他们在制作时并不知道 Zipf 定律，这使得它不太可能是伪造的。
710 01:09:23,194 --> 01:09:37,398 说话人 SPEAKER_03：我已经没有仔细阅读过任何文献，但我在新闻推送中看到说现在 AI 开始解读这些非常古老的石板。
711 01:09:38,179 --> 01:09:39,560 说话人 SPEAKER_03：我想这会很多。
712 01:09:40,002 --> 01:09:41,725 说话人 SPEAKER_03：甚至可能解读芬尼根的觉醒。
713 01:09:42,525 --> 01:09:42,987 说话人 SPEAKER_12：没错。
714 01:09:43,186 --> 01:09:44,368 说话人 SPEAKER_03：我们刚才正在想那件事。
715 01:09:45,952 --> 01:09:46,231 说话人 SPEAKER_12：谢谢。
716 01:09:48,337 --> 01:10:02,483 说话人 SPEAKER_04：我想听听您在谷歌的更多时间，因为当我了解到人工智能时，我真的是通过一直使用谷歌提问和获取信息来了解的。
717 01:10:03,144 --> 01:10:11,257 说话人 SPEAKER_04：以及您如何看待其未来的发展，以及它是否因为英伟达而受到一些限制。
718 01:10:11,238 --> 01:10:18,626 说话人 SPEAKER_04：能否进入所有主流 GPU 的能力，以及它是否会商业化发展。
719 01:10:20,188 --> 01:10:21,009 说话人 SPEAKER_03：那么问题是什么？
720 01:10:21,069 --> 01:10:23,971 说话人 SPEAKER_03：NVIDIA 是否会取代谷歌？
721 01:10:23,992 --> 01:10:29,898 说话人 SPEAKER_04：是的，或者微软，所有商业化的发展都将在这里。
722 01:10:30,698 --> 01:10:34,984 说话人 SPEAKER_03：嗯，我有一些非常好的建议给你，那就是三年前买下英伟达。
723 01:10:36,331 --> 01:10:36,771 说话人 SPEAKER_03：我买了。
724 01:10:38,014 --> 01:10:38,373 说话人 SPEAKER_04：谢谢。
725 01:10:39,295 --> 01:10:40,676 说话人 SPEAKER_04：我在寻找下一个阶段。
726 01:10:41,859 --> 01:10:42,940 说话人 SPEAKER_03: 好吧。
727 01:10:43,921 --> 01:10:51,713 说话人 SPEAKER_03: 嗯，我女儿三年前买了一块 Nvidia 显卡，我劝她卖掉一些，换成 Intel，因为这样有更大的上涨空间。
728 01:10:52,194 --> 01:10:54,457 说话人 SPEAKER_03: 从那以后，Intel 下跌了 10%。
729 01:10:56,057 --> 01:11:02,108 说话人 SPEAKER_03: 谷歌会继续存在。
730 01:11:02,488 --> 01:11:06,475 说话人 SPEAKER_04：我对谷歌充满信心，至今依然如此。
731 01:11:07,237 --> 01:11:12,987 说话人 SPEAKER_03：很久以前，像我这样的人会说，你不想看到
732 01:11:12,966 --> 01:11:17,957 说话人 SPEAKER_03：只是一堆你点击的文档，可能最上面的一个点击是不错的选择。
733 01:11:18,438 --> 01:11:24,630 说话人 SPEAKER_03：你希望谷歌能够通过查看文档来回答你的问题，这正是 GPT-4 现在所做的事情。
734 01:11:25,452 --> 01:11:30,201 说话人 SPEAKER_03: 德国似乎正在这样做。
735 01:11:31,703 --> 01:11:34,890 说话人 SPEAKER_03: 这就是一切的发展方向，我认为谷歌也会参与其中。
736 01:11:35,814 --> 01:11:36,155 说话人 SPEAKER_05: 谢谢。
737 01:11:36,176 --> 01:11:38,658 说话人 SPEAKER_05: 我想我们这里还有时间再问一个问题。
738 01:11:39,079 --> 01:11:43,886 说话人 SPEAKER_01: 非常感谢您今晚的精彩演讲，能在这里见到您真是莫大的荣幸。
739 01:11:44,368 --> 01:11:53,421 说话人 SPEAKER_01: 我是来自 UCD 计算机科学学院的 Fatemeh，我想知道您认为人工智能会如何改变社会的价值观？
740 01:11:53,481 --> 01:11:59,251 说话人 SPEAKER_01: 您认为人工智能会引领并改变价值观、规范性行为和文化变革吗？
741 01:11:59,530 --> 01:12:03,476 说话人 SPEAKER_03: 我有一个关于这个问题的想法，相当令人恐惧。
742 01:12:04,097 --> 01:12:10,444 Speaker SPEAKER_03: 在工业革命之前，如果你肌肉发达，擅长挖沟，那你就是有价值的。
743 01:12:11,225 --> 01:12:16,770 发言人 SPEAKER_03：而在工业革命之后，你们就不再需要人工了，因为机器可以做得更好。
744 01:12:17,990 --> 01:12:30,443 说话者 SPEAKER_03：我很担心，目前普通智商和普通教育水平的人被重视，因为有很多他们能做的事情是有用的。
如果 AI 能以更优、更便宜的方式完成这些事情，它们就不会被重视。
746 01:12:35,189 --> 01:12:37,694 说话者 SPEAKER_03：在我看来，这对社会来说非常危险。
747 01:12:38,976 --> 01:12:41,121 说话者 SPEAKER_03：我认为这是一个很大的担忧。
748 01:12:43,024 --> 01:12:43,324 说话者 SPEAKER_03：对不起。
749 01:12:45,989 --> 01:12:48,414 说话者 SPEAKER_05：也许我们再回答一个问题，这样我们就不以那个话题结束。
750 01:12:55,769 --> 01:13:03,045 说话人 SPEAKER_11：如果你能明天开一辆德洛瑞安回到过去，你想见谁？
751 01:13:03,085 --> 01:13:09,800 说话人 SPEAKER_11：图灵、冯·诺伊曼、赫贝尔、威塞尔、罗森布拉特，你将和他们聊些什么？
752 01:13:09,819 --> 01:13:11,262 说话人 SPEAKER_11：我想见亥姆霍兹。
753 01:13:12,425 --> 01:13:13,587 说话人 SPEAKER_03：我也想见亥姆霍兹。
754 01:13:13,606 --> 01:13:16,310 说话人 SPEAKER_03：赫尔姆霍茨相信无意识的感知推理。
755 01:13:16,992 --> 01:13:23,462 说话人 SPEAKER_03：他基本上认为在做视觉工作时，你做了很多推理，但这并不是有意识的、故意的推理。
756 01:13:24,222 --> 01:13:31,614 说话人 SPEAKER_03：你是从近端刺激中进行推理，推理出导致这种状态的世界状态。
757 01:13:31,679 --> 01:13:33,064 说话人 SPEAKER_03：他在这一点上显然是正确的。
758 01:13:33,765 --> 01:13:35,573 说话人 SPEAKER_03：这就是赫尔姆霍兹工作的一个分支。
759 01:13:36,175 --> 01:13:40,730 说话人 SPEAKER_03：赫尔姆霍兹工作的另一个分支是自由能。
760 01:13:40,770 --> 01:13:43,038 说话人 SPEAKER_03：有一种叫做赫尔姆霍兹自由能的东西。
761 01:13:43,372 --> 01:14:00,917 说话人 SPEAKER_03：而赫尔姆霍兹没有意识到的是，如果你在一个具有复杂潜在变量的复杂模型中进行推理，统计学家会告诉你，给定你模型的当前参数，用数据找出模型解释数据的最佳方式来进行推理。
762 01:14:01,418 --> 01:14:12,975 说话人 SPEAKER_03：你的模型可能有几种解释数据的方法，但你必须找出这些方法中模型解释数据的概率，以便调整模型的参数。
763 01:14:13,359 --> 01:14:17,904 说话人 SPEAKER_03：变分推断实际上说的是，你不必准确得到那个概率。
764 01:14:18,485 --> 01:14:22,189 说话人 SPEAKER_03：你可以近似那个概率，同时仍然保证你会学习到一个更好的模型。
765 01:14:23,069 --> 01:14:24,692 说话人 SPEAKER_03：或者说，有一些带宽会得到改善。
766 01:14:25,552 --> 01:14:34,422 说话人 SPEAKER_03：因此，海姆霍兹职业生涯中的两个截然不同的部分——对自由能的研究和对感知推理的研究，实际上是非常紧密相关的。
767 01:14:34,563 --> 01:14:38,787 说话人 SPEAKER_03：自由能是进行感知推理的关键。
768 01:14:39,387 --> 01:14:41,189 说话人 SPEAKER_03：我很想告诉海姆霍兹这一点。
769 01:14:56,137 --> 01:15:09,212 说话人 SPEAKER_05：今晚非常感谢辛顿教授加入我们，并分享了他对从水门事件到海姆霍兹再到几乎所有其他话题的看法，包括给我们的一些股票建议。
770 01:15:10,493 --> 01:15:14,118 说话人 SPEAKER_05：我认为大家都会同意，聆听他的观点是一种荣幸。
771 01:15:14,418 --> 01:15:17,922 说话人 SPEAKER_05：再次，让我们向 Hinton 教授表示祝贺。
772 01:15:18,484 --> 01:15:19,664 说话人 SPEAKER_05：感谢大家的出席。
